##Centered_IBS.SumPk=57950.815510772714
##Matrix_Type=Centered_IBS
170
amA:250481966	1.3066386	0.4427988	0.46181858	0.460966	0.59980774	0.032445066	0.014743638	0.021593254	0.01736561	0.021033045	0.030118112	0.01379337	0.01501921	0.02531549	0.017144019	0.02226256	0.010419751	0.036973905	0.018548666	0.030478148	0.02468894	0.021630086	0.012591471	0.042365752	0.047090553	0.040664084	0.034366153	0.032856237	0.036385607	0.03819817	0.033204887	0.0341568	0.02398145	0.026183138	0.02448522	0.027174432	0.031600047	0.013926571	0.024031347	0.029251913	0.08946565	0.098172575	0.10005778	0.099835284	0.09504598	0.10440639	0.09741081	0.093753316	0.09048546	0.04590586	0.04199039	0.040526144	0.040134028	0.038723104	0.032933306	0.04772682	0.039242342	0.048723295	0.05045292	0.042788967	0.041813347	0.058509283	0.036584955	0.050737776	0.037057314	0.0393758	0.02593415	0.017611645	0.03591678	0.014037273	0.014753565	0.0054370207	0.026463708	0.03360699	0.026100958	-0.04037833	0.040460546	0.03385031	0.058123764	0.060864553	0.045593902	0.05079892	0.040580586	0.04150141	0.24558213	0.25650927	0.2569028	0.22844322	0.23783845	0.25042254	0.25999108	0.23463053	0.24194704	-0.14690283	-0.1376019	-0.13529475	-0.13724007	-0.07874804	-0.10071026	-0.09399897	-0.13212651	-0.12468808	-0.13613464	-0.13246536	-0.13979344	-0.12863046	-0.16148925	-0.090700835	-0.064061046	-0.07349531	-0.08179334	-0.07695036	-0.06427651	-0.07172327	-0.05193422	-0.04718679	-0.10987948	-0.11705605	-0.16782805	-0.1409228	-0.100348294	-0.13337818	-0.14494257	-0.116925366	-0.10108452	-0.13208221	-0.11823476	-0.1701448	-0.15969045	-0.10197614	-0.16107647	-0.113405585	-0.06597385	-0.06745741	-0.09658522	-0.10105125	-0.1152051	-0.076828	-0.061250824	-0.07925508	-0.07057333	-0.05138569	-0.14429133	-0.1516883	-0.15378809	-0.12676316	-0.14007251	-0.1586655	-0.10629577	-0.07076477	-0.08332888	-0.124157086	-0.12045995	-0.11645506	-0.1128128	-0.08822069	-0.121430695	-0.11686513	-0.10032437	-0.08835022	-0.105311036	-0.1186094	-0.12991042	-0.09315129	-0.13711351	-0.12624286	-0.109212674	-0.12304273	-0.10282427	-0.09086076
amB:250481967	0.4427988	1.2471142	0.3855999	0.44242084	0.46636707	0.031744357	0.018859588	0.024309823	0.018858185	0.011902508	0.022737224	0.01916743	0.012184832	0.01851691	0.0046391133	0.019077184	0.023396516	0.037539292	0.020309363	0.04051388	0.034186885	0.026158722	0.02019185	0.043687835	0.045700397	0.041080102	0.032221418	0.048699208	0.04991903	0.04172427	0.025524205	0.032303788	0.019574558	0.031153949	0.028070077	0.025844838	0.0292563	0.016155811	0.03264861	0.033793252	0.08946007	0.09115318	0.094697945	0.079718724	0.09274442	0.08532134	0.08989789	0.08847105	0.09006841	0.045613278	0.037136294	0.036054112	0.035519958	0.03619443	0.03457067	0.043995675	0.04676903	0.040026154	0.044919502	0.03724919	0.03858232	0.054303315	0.036599804	0.04442392	0.04029975	0.047446545	0.038219742	0.020368071	0.028463598	0.01208272	0.016976448	0.011303897	0.028719217	0.02835872	0.026219217	-0.03910831	0.036076088	0.036714926	0.051355995	0.053303193	0.048886083	0.049723756	0.04024184	0.04225813	0.23761111	0.24225384	0.24094923	0.220647	0.24036895	0.22840065	0.23462021	0.215287	0.23493952	-0.13049188	-0.13166174	-0.1302482	-0.13774446	-0.0725041	-0.09138461	-0.08681771	-0.12762453	-0.12347371	-0.12538715	-0.12950388	-0.12761848	-0.1293511	-0.15420237	-0.08210902	-0.05550092	-0.07078501	-0.07074631	-0.07819714	-0.063269995	-0.06734865	-0.056275	-0.044522665	-0.105843626	-0.11119369	-0.16489938	-0.1422918	-0.10613214	-0.12082394	-0.13989767	-0.11312966	-0.09089822	-0.1280013	-0.10396308	-0.15963732	-0.14717393	-0.096636206	-0.16170104	-0.10922143	-0.059123628	-0.06404671	-0.096267596	-0.10402135	-0.10887028	-0.06542585	-0.05444623	-0.07809717	-0.06382623	-0.047378942	-0.14120276	-0.14114329	-0.14845952	-0.12040277	-0.13382342	-0.14233904	-0.094204955	-0.062411156	-0.07857154	-0.117548674	-0.11358141	-0.106661275	-0.105065875	-0.07403656	-0.10626844	-0.11398967	-0.095922075	-0.08920472	-0.095350005	-0.11788466	-0.12639211	-0.086830184	-0.123227105	-0.12179969	-0.099954896	-0.11490042	-0.095559254	-0.09597727
amC:250481968	0.46181858	0.3855999	1.1818846	0.45282447	0.5078078	0.025534606	0.027010003	0.016936626	0.012272121	0.021825042	0.02223582	0.011858478	0.018431097	0.026081974	0.008254707	0.013136199	0.008997982	0.027914584	0.016958248	0.02691877	0.019533623	0.025332931	0.010163423	0.04420715	0.04022192	0.043431588	0.027569337	0.034001723	0.030246403	0.04096601	0.03125189	0.028297916	0.018861838	0.028149964	0.023668543	0.033779457	0.019276418	0.017043872	0.029082332	0.02580144	0.08177921	0.09226625	0.08876858	0.09296001	0.08651725	0.086138576	0.08930951	0.07825678	0.07851816	0.042593468	0.041877653	0.0321229	0.033407625	0.031233227	0.031428427	0.031633046	0.042951602	0.040169995	0.037919763	0.026918523	0.0290684	0.048062947	0.028205292	0.046700664	0.030330235	0.028123042	0.03185176	0.014253248	0.024344554	0.0110704	0.011353994	0.006351697	0.018669855	0.022648988	0.016423859	-0.031854063	0.035049573	0.029962039	0.050919235	0.047947183	0.043689113	0.048611928	0.03394905	0.044763736	0.22454599	0.22405468	0.22585212	0.21084547	0.21607435	0.22345564	0.22367801	0.2012755	0.21862383	-0.11979814	-0.12375932	-0.12209578	-0.12723523	-0.06895638	-0.0903299	-0.0838182	-0.1201481	-0.11270439	-0.11363456	-0.11702786	-0.12219541	-0.12829041	-0.14567916	-0.07750353	-0.057429496	-0.067463756	-0.06761611	-0.07723999	-0.057708476	-0.06779869	-0.04933089	-0.04466206	-0.09982055	-0.10541819	-0.15093209	-0.1274408	-0.09442128	-0.12301146	-0.12994035	-0.10910798	-0.09405323	-0.120017976	-0.099751614	-0.14382766	-0.13987547	-0.0912685	-0.14959021	-0.10925202	-0.05321077	-0.062224988	-0.09312381	-0.09194199	-0.10171482	-0.065338224	-0.04769046	-0.072764516	-0.06399841	-0.048315354	-0.13970093	-0.13107885	-0.13694012	-0.120657906	-0.12303665	-0.14112274	-0.09341644	-0.06530354	-0.080870144	-0.10818242	-0.106045865	-0.11172684	-0.09459191	-0.07523047	-0.104919456	-0.10150392	-0.08614873	-0.0800114	-0.09084327	-0.109586224	-0.12576723	-0.08302173	-0.11593789	-0.10507216	-0.09435825	-0.1097183	-0.08022918	-0.085360676
amD:250481969	0.460966	0.44242084	0.45282447	1.2748384	0.45213515	0.03209227	0.017791277	0.021993786	0.01606759	0.02210452	0.027007405	0.015136977	0.004311986	0.014043586	0.015455344	0.02342615	0.0140891615	0.034495063	0.018730922	0.033994727	0.026585408	0.043436814	0.02017645	0.04969184	0.046702344	0.04544339	0.03394113	0.03808066	0.042039294	0.045273736	0.037436053	0.026326146	0.023114247	0.028839633	0.030184392	0.024094906	0.023402719	0.022706587	0.024205945	0.032954	0.08800543	0.09123062	0.08889567	0.09451696	0.091061056	0.09379752	0.0995077	0.08180345	0.088931255	0.049353324	0.043777306	0.041441314	0.03875361	0.038942564	0.03867046	0.043406885	0.04735123	0.046919536	0.04437491	0.040032838	0.036598127	0.0573556	0.034712367	0.0480346	0.04108965	0.03901352	0.041525494	0.014125757	0.027179563	0.013643171	0.009750108	0.009656972	0.026266474	0.03404942	0.01975331	-0.0431159	0.04723381	0.03795801	0.05089644	0.048370197	0.036524795	0.05499776	0.045617208	0.05028258	0.24217628	0.23959318	0.23843944	0.2277252	0.23462357	0.23775728	0.23341416	0.21568152	0.23483844	-0.13498391	-0.13407528	-0.13324428	-0.1391647	-0.07689695	-0.094374865	-0.08727404	-0.12562428	-0.122618996	-0.122982	-0.13112733	-0.12878442	-0.13345945	-0.15357922	-0.08169666	-0.057921823	-0.076944694	-0.07350378	-0.081785545	-0.06577178	-0.07238206	-0.05997043	-0.044467926	-0.10631144	-0.11477116	-0.16750328	-0.14782983	-0.10288874	-0.12552175	-0.1383369	-0.11604833	-0.09293939	-0.12325256	-0.11102387	-0.15926726	-0.15611692	-0.10540754	-0.16088508	-0.114250086	-0.058954388	-0.064145684	-0.09220602	-0.09380354	-0.11532674	-0.07066908	-0.055617344	-0.07958731	-0.06537144	-0.055659816	-0.14146164	-0.14632721	-0.15426439	-0.12638067	-0.13569643	-0.14747396	-0.10290881	-0.066188894	-0.08051376	-0.1165465	-0.115844496	-0.109103024	-0.10880818	-0.07864607	-0.10864399	-0.11099055	-0.09300236	-0.09567495	-0.09860258	-0.111050054	-0.12561598	-0.08928286	-0.13260093	-0.1231346	-0.09242152	-0.11037528	-0.09782325	-0.08939119
amE:250481970	0.59980774	0.46636707	0.5078078	0.45213515	1.2844758	0.037503794	0.021852909	0.027547412	0.009203376	0.025160834	0.02263383	0.008933204	0.004792951	0.018714637	0.014021967	0.026561225	0.022226099	0.035311975	0.022025295	0.03664137	0.023971329	0.023098024	0.02053969	0.045487918	0.052091323	0.04448555	0.02407904	0.044594098	0.040943697	0.044245467	0.031792283	0.028201906	0.021214895	0.036247667	0.03435581	0.023204274	0.032441474	0.01870496	0.031610765	0.02882839	0.092337	0.10189353	0.102721944	0.09941912	0.10446035	0.1002784	0.09347604	0.09698508	0.09741141	0.047196347	0.041260846	0.03745811	0.04323083	0.03705347	0.031741627	0.04376814	0.046485897	0.038699657	0.04710268	0.034833055	0.037706174	0.050055783	0.032156356	0.04761459	0.037233032	0.040001146	0.0344486	0.017263724	0.038959906	0.022184052	0.017880041	0.00843291	0.032235246	0.029483952	0.016704936	-0.04470667	0.03319615	0.03317665	0.05610025	0.048983146	0.053338382	0.05030935	0.04029981	0.047372792	0.25271156	0.26513818	0.2687661	0.23829593	0.2608705	0.25849152	0.26307607	0.21934995	0.24889165	-0.14712273	-0.14353096	-0.14464119	-0.14321277	-0.07497385	-0.09670414	-0.09804567	-0.13544859	-0.12830147	-0.13855691	-0.14204834	-0.13715069	-0.13990551	-0.16412051	-0.08951093	-0.058958184	-0.07865832	-0.08219005	-0.079499334	-0.061902907	-0.07296041	-0.057232823	-0.045767404	-0.115006454	-0.12060284	-0.16728745	-0.15199207	-0.10581964	-0.13788523	-0.15281636	-0.11611078	-0.10334205	-0.13173735	-0.12297309	-0.17667662	-0.16187043	-0.1076862	-0.1732675	-0.12250323	-0.05515058	-0.06328585	-0.09812905	-0.103173256	-0.11184111	-0.07582629	-0.048322696	-0.076616794	-0.06750523	-0.05673184	-0.15234481	-0.16285144	-0.15807216	-0.12640442	-0.13929707	-0.16186672	-0.10765179	-0.0720932	-0.08389027	-0.124266475	-0.12121472	-0.11768041	-0.12028518	-0.08180067	-0.1199625	-0.12079684	-0.10493342	-0.09084359	-0.10376682	-0.122302	-0.13587692	-0.094861925	-0.13045314	-0.125579	-0.10496165	-0.12453756	-0.09784989	-0.096650906
cl11:250481955	0.032445066	0.031744357	0.025534606	0.03209227	0.037503794	1.3509532	0.14498636	0.12612076	0.15871479	0.11851078	0.18444264	0.18781263	0.11398677	0.17077756	0.10557783	0.09153727	0.10365845	0.12597547	0.06322923	0.115555264	0.13127135	0.10754002	0.08773585	0.11631256	0.110719666	0.13376036	0.11903853	0.11118593	0.12395085	0.1165008	0.09369289	0.12094922	0.10318557	0.10694877	0.10442678	0.10631708	0.10657741	0.09287461	0.09947652	0.110953525	0.017012225	0.012609487	0.02416828	0.020134116	0.014433352	0.023861568	0.027937923	0.02218742	0.019097928	0.11732439	0.11557023	0.117520265	0.11070055	0.10966092	0.10385414	0.11587661	0.12285071	0.123656854	0.11154971	0.10075082	0.10467987	0.1147524	0.112599164	0.12122102	0.11584086	0.10643854	0.10711198	0.1313634	0.112878464	0.110634446	0.12131347	0.10717031	0.10561625	0.09937993	0.099557	0.02398676	0.119195364	0.11126415	0.1054502	0.13655096	0.11115985	0.12014025	0.12282535	0.106259234	0.03691868	0.027219854	0.023694277	0.026990624	0.03165634	0.02866568	0.02745662	0.026678177	0.020052167	-0.15817933	-0.16147871	-0.15212728	-0.16460583	-0.09194642	-0.10496103	-0.10569039	-0.14922498	-0.14265141	-0.14832531	-0.15690014	-0.15480769	-0.15600467	-0.18941908	-0.09837179	-0.07249782	-0.09408779	-0.09893334	-0.070662275	-0.06416617	-0.09612767	-0.06986232	-0.055035714	-0.12810461	-0.14076117	-0.19569387	-0.16257459	-0.12660572	-0.14777921	-0.17251869	-0.13690472	-0.12637702	-0.146917	-0.13576317	-0.20260538	-0.19045895	-0.116281174	-0.20239829	-0.12978385	-0.06757245	-0.07257691	-0.11377316	-0.12795107	-0.13177983	-0.09210719	-0.04932254	-0.07373475	-0.08218937	-0.062517315	-0.16095522	-0.17880547	-0.16971226	-0.14300759	-0.16271548	-0.18374807	-0.1149956	-0.06493956	-0.10113797	-0.1403862	-0.1440221	-0.14647977	-0.12634812	-0.10002437	-0.1437751	-0.12677999	-0.12164861	-0.11073555	-0.13138194	-0.13566996	-0.15539588	-0.096778	-0.15563902	-0.14065818	-0.13149552	-0.12830932	-0.10565423	-0.1197384
cl12:250481956	0.014743638	0.018859588	0.027010003	0.017791277	0.021852909	0.14498636	1.3020079	0.11239191	0.11071671	0.12716323	0.14019848	0.0995206	0.14044757	0.1365533	0.11302405	0.11064288	0.09506984	0.089484826	0.08595641	0.106689595	0.08746986	0.094794355	0.092990585	0.093407445	0.09456875	0.11891804	0.10654876	0.10262899	0.09164212	0.11346789	0.09121894	0.109743506	0.10928184	0.09782092	0.09723403	0.109905064	0.10590266	0.09679956	0.10658919	0.112156086	0.024080424	0.02523047	0.026074685	0.02154893	0.022020476	0.021779414	0.023192503	0.033312447	0.03481528	0.09709048	0.10810602	0.11075918	0.1005124	0.098689236	0.095321015	0.10948504	0.10557361	0.10222947	0.10940172	0.107994005	0.10623824	0.11203222	0.103672676	0.11306169	0.11208314	0.095195234	0.09668439	0.1165294	0.10571273	0.1063923	0.099788785	0.103045054	0.09426127	0.10948954	0.08932914	0.017893111	0.10777479	0.11319732	0.10188173	0.109088495	0.11362832	0.11510296	0.11244497	0.0936981	0.037806697	0.030705124	0.02924397	0.024898935	0.034571167	0.031990476	0.045205597	0.034722205	0.02785709	-0.15076345	-0.15117955	-0.1426389	-0.15218101	-0.08231953	-0.10119407	-0.096700005	-0.14760247	-0.13703391	-0.14962682	-0.15893951	-0.14393497	-0.14543523	-0.1784079	-0.09041628	-0.06041358	-0.07409365	-0.08624206	-0.06344478	-0.05607501	-0.082136564	-0.06567125	-0.046047933	-0.12587741	-0.1266703	-0.18862492	-0.15094467	-0.11600221	-0.13564168	-0.16108309	-0.13063586	-0.11524092	-0.14312844	-0.11800887	-0.17754874	-0.1801914	-0.107611395	-0.1843406	-0.124403246	-0.05939825	-0.06938896	-0.10460863	-0.11654937	-0.1299949	-0.0935838	-0.042419035	-0.055866245	-0.07594915	-0.0517032	-0.16476619	-0.1709399	-0.16692434	-0.13621211	-0.15261723	-0.16761103	-0.10044661	-0.046785507	-0.09474564	-0.12902005	-0.13198522	-0.13724642	-0.12283615	-0.09584085	-0.12983854	-0.11887002	-0.11543454	-0.101323076	-0.12259031	-0.12954906	-0.15277876	-0.101993814	-0.14556326	-0.12305988	-0.113534845	-0.119647935	-0.11807565	-0.1124932
cl1:250481948	0.021593254	0.024309823	0.016936626	0.021993786	0.027547412	0.12612076	0.11239191	1.3314697	0.10939807	0.088072225	0.11378707	0.10308507	0.10516982	0.10684442	0.12232745	0.101430945	0.09281041	0.08848001	0.070108615	0.11553201	0.08991036	0.07774437	0.09294538	0.08838466	0.100031905	0.10840367	0.09663927	0.097543545	0.09583296	0.09974086	0.083728164	0.08965925	0.09223188	0.096194275	0.09415759	0.09529218	0.08892979	0.08710989	0.09945089	0.11261624	0.017126795	0.020234141	0.027596487	0.027567828	0.021750608	0.024210261	0.026569283	0.029747907	0.023338247	0.093321115	0.09779622	0.102464356	0.09781826	0.095431924	0.09476844	0.09912136	0.09367004	0.099401556	0.09821813	0.09211351	0.09531817	0.10919457	0.11193859	0.10517793	0.111545965	0.10971813	0.09506305	0.110094644	0.103325926	0.09068257	0.08752086	0.0765459	0.09377945	0.12356322	0.08838873	0.025707271	0.10410726	0.10719053	0.10047573	0.11903668	0.11181521	0.11091651	0.10704966	0.088350415	0.030768504	0.020606305	0.025862036	0.018255904	0.028943188	0.020910427	0.021675259	0.01991542	0.018483343	-0.15517057	-0.13989529	-0.12919557	-0.15509878	-0.07409954	-0.09605082	-0.09223671	-0.13146253	-0.123557046	-0.13614538	-0.15339564	-0.13418566	-0.14410737	-0.17308034	-0.08447826	-0.060016926	-0.07548793	-0.08409731	-0.05731477	-0.04884776	-0.08590257	-0.061984565	-0.048457682	-0.11715392	-0.12227584	-0.1870962	-0.14602135	-0.10786867	-0.12808672	-0.15022568	-0.12066841	-0.10806091	-0.13414924	-0.11668239	-0.18011504	-0.16764356	-0.10020228	-0.18286909	-0.118468255	-0.050448358	-0.067749284	-0.09744356	-0.11591908	-0.11187823	-0.08687699	-0.03700193	-0.0469968	-0.070362754	-0.051372547	-0.1536145	-0.16678084	-0.14867759	-0.13054308	-0.15195702	-0.16049272	-0.09309886	-0.037259948	-0.08701945	-0.12312491	-0.1270237	-0.119776174	-0.108048856	-0.086393565	-0.11804577	-0.12431722	-0.10651387	-0.10162564	-0.11258957	-0.10965009	-0.13561608	-0.09018476	-0.13675672	-0.12628596	-0.11259352	-0.111332126	-0.10832212	-0.10459975
cl2:250481949	0.01736561	0.018858185	0.012272121	0.01606759	0.009203376	0.15871479	0.11071671	0.10939807	1.1833314	0.15874653	0.15334345	0.15019804	0.13888083	0.16110152	0.087903865	0.07295075	0.06529774	0.10732512	0.070722885	0.09674255	0.09856869	0.091956906	0.07439811	0.08311109	0.07389305	0.101962306	0.08846384	0.08072404	0.08538949	0.09069226	0.06974706	0.083083354	0.08883968	0.0813918	0.074255824	0.09276698	0.085523926	0.08214586	0.08816274	0.089909345	0.02512792	0.009916053	0.010321322	0.017179674	0.017635342	0.014192223	0.01784983	0.012731698	0.012602997	0.08022854	0.08315586	0.10352983	0.09140109	0.074982904	0.08042489	0.0882479	0.08071265	0.08017664	0.0836362	0.06959588	0.08558617	0.08761644	0.103321925	0.09067159	0.08167606	0.083132826	0.08872791	0.09502069	0.08746498	0.07913894	0.08467372	0.08124454	0.08015052	0.077315114	0.08279012	0.030167487	0.090013206	0.086804755	0.091462396	0.09592334	0.097693056	0.097563036	0.09800055	0.08637838	0.017555254	0.009643902	0.01361819	0.013013369	0.016392767	0.0146943545	0.020560855	0.014690824	0.009221436	-0.12841399	-0.13197786	-0.12932344	-0.13439752	-0.07256287	-0.08895738	-0.08694258	-0.12365267	-0.11371934	-0.12878552	-0.13730963	-0.13446982	-0.12440384	-0.15177351	-0.0764474	-0.042760435	-0.06378899	-0.07485431	-0.036007684	-0.03584402	-0.066324174	-0.053198483	-0.042671762	-0.10417576	-0.114934914	-0.16381066	-0.1366494	-0.10229996	-0.1218416	-0.14722535	-0.114579074	-0.100484036	-0.11968769	-0.114931226	-0.16474995	-0.1560784	-0.09352317	-0.15529184	-0.103307426	-0.040705312	-0.05820157	-0.08156714	-0.10471776	-0.10182586	-0.07847956	-0.031906784	-0.03496286	-0.06263322	-0.04060949	-0.14231533	-0.15314159	-0.13792533	-0.115994245	-0.13714778	-0.15088324	-0.07764543	-0.029841809	-0.072309196	-0.112395115	-0.11903326	-0.11711758	-0.103905	-0.07443479	-0.11346216	-0.11055523	-0.10540968	-0.08693945	-0.09583367	-0.11730756	-0.12857187	-0.08687371	-0.12354257	-0.122375675	-0.09874035	-0.098176196	-0.08569003	-0.104369774
cl4:250481950	0.021033045	0.011902508	0.021825042	0.02210452	0.025160834	0.11851078	0.12716323	0.088072225	0.15874653	1.2018493	0.14773114	0.16404781	0.13759324	0.1245405	0.078414634	0.08021758	0.058361508	0.09286672	0.06953295	0.101340346	0.08798954	0.08875571	0.06631105	0.089214064	0.086913966	0.094388306	0.07815978	0.07218842	0.08102035	0.0875642	0.07407198	0.08958921	0.08024237	0.0813345	0.08170471	0.08017372	0.08996746	0.0714594	0.08762216	0.082385935	0.03050882	0.03445843	0.032562938	0.03271567	0.0328187	0.033367436	0.021468394	0.0357035	0.02961746	0.06725257	0.08066791	0.08933394	0.096138604	0.07679659	0.072164685	0.098789185	0.07716472	0.07289105	0.09132024	0.080750406	0.09228791	0.08968727	0.07912466	0.08412202	0.08536343	0.08558739	0.08690444	0.07975438	0.10042812	0.08663328	0.094166875	0.08986183	0.101392575	0.078496456	0.07862772	0.031677056	0.08573417	0.08277116	0.07750697	0.085555024	0.091007605	0.087029055	0.08972527	0.09849658	0.018467112	0.029423965	0.026199196	0.01700572	0.030410921	0.025704771	0.02580081	0.020047223	0.018864132	-0.13684845	-0.13655452	-0.13239703	-0.13854645	-0.07653742	-0.087950684	-0.08359153	-0.12117573	-0.11786202	-0.12859406	-0.13198334	-0.13379975	-0.13005961	-0.1442388	-0.082425885	-0.04580118	-0.06051321	-0.07364993	-0.046739187	-0.042672597	-0.07352535	-0.056082267	-0.039759986	-0.10624158	-0.11292501	-0.17302687	-0.13724528	-0.100916855	-0.12159743	-0.14310838	-0.11529186	-0.09762374	-0.12255508	-0.109981745	-0.16230331	-0.16189015	-0.0915979	-0.15918416	-0.10672411	-0.050711274	-0.06500993	-0.088043414	-0.099118225	-0.102599315	-0.06796308	-0.034242596	-0.048892096	-0.057819292	-0.041486736	-0.1382391	-0.15089291	-0.14949484	-0.12002136	-0.1335097	-0.15325007	-0.086197026	-0.03674032	-0.08519723	-0.11231024	-0.11240219	-0.11050015	-0.10177054	-0.07793256	-0.10958226	-0.11043235	-0.102208674	-0.085922234	-0.09784174	-0.11242502	-0.124836355	-0.08463283	-0.123161756	-0.11798451	-0.10580779	-0.10962589	-0.09482695	-0.095274016
